carat,cut,color,clarity,depth,table,x,y,z,price,depth_categories
0.5,1,3,2.5,61.4,57.0,5.16,5.1,3.15,1909,0.0
0.31,0,3,0.0,62.1,56.0,4.31,4.34,2.69,871,0.2
0.4,2,1,6.0,63.2,58.0,4.7,4.66,2.96,882,0.2
0.23,2,0,2.5,61.3,58.0,3.93,3.97,2.42,530,0.0
0.38,0,6,3.6,61.4,57.0,4.65,4.68,2.87,617,0.0
1.38,2,2,3.1,61.4,61.0,7.1,7.14,4.37,11286,0.0
0.56,1,0,3.6,61.1,58.0,5.3,5.34,3.25,1963,0.0
1.33,1,3,3.6,58.6,61.0,7.21,7.17,4.21,9682,0.2
0.41,4,5,3.1,65.3,58.0,4.62,4.66,3.03,735,0.2
0.7,2,1,2.5,61.5,58.0,5.67,5.71,3.5,3429,0.0
0.71,0,1,3.6,61.6,57.0,5.71,5.79,3.54,3112,0.0
0.42,2,1,2.5,59.8,56.0,4.9,4.92,2.94,1167,0.0
1.56,1,4,3.6,62.2,58.0,7.41,7.44,4.62,10424,0.2
1.03,1,6,6.5,62.8,58.0,6.48,6.41,4.05,3634,0.2
0.41,0,0,3.1,62.8,57.0,4.76,4.73,2.98,1230,0.2
0.31,0,3,0.0,61.7,54.0,4.38,4.4,2.71,891,0.0
0.42,0,2,2.0,62.0,55.0,4.8,4.84,2.99,1233,0.0
0.96,4,3,6.0,69.7,59.0,6.09,5.9,4.18,3299,2.0
1.5,0,5,10.0,61.3,57.0,7.36,7.39,4.52,5593,0.0
0.4,0,2,0.0,61.8,55.0,4.74,4.8,2.95,1261,0.0
0.27,2,4,2.5,62.1,57.0,4.1,4.15,2.56,486,0.2
1.29,1,4,6.5,61.0,57.0,7.13,6.95,4.31,5418,0.0
1.5,1,5,3.6,62.5,59.0,7.3,7.26,4.55,9055,0.2
0.7,2,2,6.0,61.4,57.0,5.73,5.77,3.53,2161,0.0
0.54,2,2,3.1,61.8,59.0,5.15,5.22,3.21,1653,0.0
1.0,2,2,6.0,63.5,56.0,6.28,6.35,4.01,5122,0.2
1.26,1,4,6.0,62.1,57.0,6.94,6.88,4.29,6435,0.2
0.91,2,1,6.0,63.5,57.0,6.11,6.07,3.87,4138,0.2
0.32,0,5,0.0,61.4,57.0,4.39,4.44,2.71,655,0.0
0.7,1,0,3.1,60.6,58.0,5.73,5.75,3.48,3239,0.0
0.51,0,2,3.6,62.6,55.0,5.15,5.1,3.21,1875,0.2
0.3,0,3,3.6,60.8,57.0,4.33,4.38,2.65,491,0.0
0.3,0,4,3.1,62.5,56.0,4.27,4.24,2.66,675,0.2
0.56,2,1,2.5,60.5,57.0,5.32,5.36,3.23,2442,0.0
1.5,2,0,3.6,63.0,59.0,7.24,7.3,4.58,13372,0.2
0.31,0,2,3.6,62.3,57.0,4.3,4.34,2.69,625,0.2
0.31,3,2,6.0,63.1,57.0,4.28,4.31,2.71,516,0.2
1.62,0,2,3.1,61.3,56.0,7.54,7.63,4.65,16790,0.0
0.38,2,0,3.6,60.9,58.0,4.63,4.67,2.83,933,0.0
0.51,1,3,3.6,61.3,59.0,5.17,5.11,3.15,1443,0.0
1.23,2,4,3.6,60.6,59.0,6.89,6.94,4.19,6459,0.0
1.19,1,1,10.0,60.2,61.0,6.91,6.87,4.15,3572,0.0
0.55,1,1,3.6,60.1,59.0,5.36,5.29,3.2,1735,0.0
1.5,2,2,3.6,62.6,59.0,7.22,7.31,4.55,12870,0.2
1.15,1,4,2.5,58.8,58.0,6.9,6.87,4.05,6917,0.2
0.56,0,1,3.1,60.0,55.0,5.43,5.4,3.25,2352,0.0
1.58,0,0,6.5,62.5,55.0,7.39,7.45,4.64,11428,0.2
0.71,2,1,6.0,62.9,57.0,5.66,5.7,3.57,2573,0.2
0.39,3,6,3.6,63.3,56.0,4.6,4.63,2.92,581,0.2
0.5,4,4,3.1,66.5,60.0,4.93,4.85,3.25,1155,0.2
0.71,1,1,6.0,60.8,60.0,5.75,5.69,3.48,2629,0.0
0.53,0,4,3.1,61.6,55.0,5.2,5.22,3.21,1678,0.0
0.5,0,1,6.5,61.1,58.0,5.09,5.13,3.12,1185,0.0
0.5,3,0,6.0,63.9,56.0,5.02,4.93,3.18,1257,0.2
2.3,1,5,3.6,61.8,60.0,8.47,8.39,5.21,18239,0.0
0.46,2,1,3.6,61.3,57.0,4.99,5.02,3.07,1081,0.0
0.32,0,3,3.1,61.6,55.0,4.43,4.5,2.75,665,0.0
0.31,2,3,3.6,63.1,56.0,4.37,4.31,2.74,698,0.2
0.35,0,1,3.1,61.9,56.0,4.53,4.51,2.8,1063,0.0
1.55,1,6,3.1,62.6,59.0,7.35,7.4,4.62,8593,0.2
0.33,2,1,3.1,58.3,62.0,4.49,4.57,2.64,886,0.2
1.01,2,1,3.6,63.4,60.0,6.37,6.31,4.02,6787,0.2
0.71,2,4,2.5,62.5,56.0,5.65,5.68,3.54,2594,0.2
1.16,1,5,3.1,60.4,59.0,6.89,6.82,4.14,5457,0.0
0.9,4,3,6.0,65.2,59.0,6.05,6.01,3.93,3250,0.2
0.49,0,0,3.1,62.3,55.0,5.03,5.05,3.14,1934,0.2
1.32,0,3,3.6,61.1,57.0,7.07,7.13,4.34,9408,0.0
1.0,4,2,6.5,59.3,66.0,6.44,6.51,3.84,3975,0.0
2.46,0,3,6.5,63.0,56.0,8.6,8.52,5.44,15745,0.2
0.38,2,2,3.6,61.9,59.0,4.61,4.66,2.87,800,0.0
0.38,3,4,6.0,63.3,57.0,4.58,4.62,2.91,633,0.2
1.52,3,2,6.0,63.6,54.0,7.33,7.22,4.63,10664,0.2
1.03,1,6,6.5,62.0,58.0,6.47,6.52,4.03,3378,0.0
1.01,2,2,3.6,63.3,57.0,6.41,6.33,4.03,6533,0.2
0.41,1,2,2.5,60.4,58.0,4.8,4.84,2.91,1115,0.0
0.7,2,5,3.1,62.7,58.0,5.61,5.65,3.53,2288,0.2
0.26,2,3,3.1,62.4,56.0,4.08,4.1,2.55,423,0.2
0.78,4,3,6.0,64.6,56.0,5.86,5.79,3.76,2359,0.2
0.31,1,2,3.6,61.5,56.0,4.41,4.34,2.69,802,0.0
1.2,0,4,3.6,62.0,56.0,6.86,6.81,4.24,6666,0.0
1.08,0,4,6.0,60.5,57.0,6.63,6.67,4.02,6426,0.0
1.3,0,4,2.0,62.8,55.2,6.94,6.97,4.36,9232,0.2
1.05,2,2,0.0,59.7,55.0,6.66,6.73,4.0,11417,0.0
1.01,2,2,6.5,61.0,60.0,6.42,6.46,3.93,5067,0.0
0.75,0,3,6.0,62.2,55.0,5.87,5.8,3.63,2760,0.2
0.77,0,6,6.0,62.0,57.0,5.84,5.87,3.63,2257,0.0
0.91,2,1,3.6,62.2,60.0,6.13,6.21,3.84,4759,0.2
0.78,3,1,6.0,57.9,62.0,6.06,6.03,3.5,2723,0.2
0.33,0,1,3.1,60.0,57.0,4.5,4.47,2.69,802,0.0
1.01,1,4,3.6,62.9,60.0,6.33,6.22,3.95,4559,0.2
0.3,2,0,3.6,62.5,57.0,4.26,4.28,2.67,670,0.2
0.3,2,4,2.5,62.0,55.0,4.28,4.32,2.67,533,0.0
0.44,2,6,3.1,61.9,57.0,4.83,4.9,3.01,694,0.0
0.4,1,0,3.6,62.4,59.0,4.72,4.7,2.94,1050,0.2
0.9,4,2,3.6,64.7,54.0,6.09,6.03,3.92,3931,0.2
0.42,0,0,3.6,61.4,56.0,4.84,4.8,2.96,1103,0.0
0.41,1,5,2.5,59.9,58.0,4.87,4.81,2.9,1061,0.0
1.52,1,1,6.5,60.8,60.0,7.42,7.36,4.49,9193,0.0
1.02,3,6,6.5,62.2,61.0,6.41,6.48,4.01,3639,0.2
0.36,0,3,3.6,60.6,56.0,4.62,4.67,2.81,664,0.0
0.53,0,4,6.5,61.6,54.0,5.22,5.26,3.23,1020,0.0
0.34,1,3,2.0,59.0,62.0,4.6,4.56,2.7,1071,0.0
0.43,0,3,6.0,61.8,55.0,4.85,4.89,3.01,795,0.0
1.05,1,0,6.0,59.3,58.0,6.74,6.68,3.98,6174,0.0
0.54,0,2,3.6,61.0,56.0,5.27,5.32,3.23,1615,0.0
0.31,1,3,6.5,62.3,57.0,4.37,4.33,2.71,523,0.2
0.3,3,5,6.0,64.1,57.0,4.25,4.3,2.74,391,0.2
1.0,3,3,3.1,63.9,55.0,6.34,6.28,4.03,6028,0.2
1.0,2,3,6.5,62.6,58.0,6.34,6.38,3.98,4725,0.2
1.2,0,5,2.5,61.5,57.0,6.91,6.82,4.22,6581,0.0
0.33,0,4,2.0,62.1,55.0,4.46,4.5,2.78,730,0.2
1.53,0,3,2.5,61.4,59.0,7.4,7.42,4.55,15275,0.0
1.51,1,1,3.6,59.8,58.0,7.55,7.52,4.47,14482,0.0
1.01,1,0,3.6,61.6,59.0,6.38,6.32,3.91,6271,0.0
1.01,2,3,6.0,62.0,63.0,6.34,6.25,3.9,3137,0.0
0.57,0,3,3.6,60.2,59.0,5.38,5.42,3.25,1642,0.0
0.5,0,5,6.0,62.0,55.0,5.08,5.11,3.16,982,0.0
0.33,2,0,2.5,61.9,56.0,4.44,4.48,2.76,856,0.0
0.44,1,0,3.1,60.2,59.0,4.93,4.91,2.96,1232,0.0
0.72,2,1,6.5,63.5,59.0,5.66,5.61,3.58,2376,0.2
0.32,0,2,0.0,62.2,54.0,4.4,4.44,2.75,943,0.2
1.01,1,1,6.0,60.7,58.0,6.5,6.48,3.94,5525,0.0
1.01,4,0,6.0,65.0,57.0,6.3,6.22,4.07,5385,0.2
1.5,1,5,3.6,62.3,60.0,7.25,7.19,4.5,9479,0.2
1.0,3,3,3.6,59.1,62.0,6.42,6.45,3.8,6369,0.0
1.08,3,3,3.6,58.9,58.0,6.69,6.75,3.96,6708,0.2
0.3,3,4,2.5,63.6,56.0,4.26,4.29,2.72,605,0.2
0.34,1,5,3.1,59.5,59.0,4.55,4.59,2.72,537,0.0
0.52,0,2,3.6,61.5,56.0,5.19,5.21,3.2,1981,0.0
0.91,0,4,6.0,62.0,56.0,6.19,6.22,3.85,4337,0.0
1.5,0,4,6.0,61.6,57.0,7.34,7.24,4.49,7627,0.0
1.25,2,4,6.5,63.5,57.0,6.73,6.65,4.25,4060,0.2
0.4,3,2,2.5,62.2,63.0,4.66,4.69,2.91,936,0.2
2.31,1,6,3.1,62.3,61.0,8.55,8.43,5.29,17451,0.2
0.9,2,3,3.1,61.7,60.0,6.11,6.2,3.8,4872,0.0
0.32,2,0,3.6,61.8,57.0,4.35,4.36,2.69,758,0.0
0.7,1,2,6.5,62.9,57.0,5.64,5.61,3.53,2184,0.2
1.01,0,5,6.0,62.3,59.0,6.41,6.37,3.98,4518,0.2
0.55,3,3,6.0,63.6,61.0,5.22,5.16,3.3,1213,0.2
0.31,0,0,3.6,62.1,54.0,4.4,4.36,2.72,804,0.2
0.27,0,0,2.5,61.5,56.0,4.15,4.18,2.56,586,0.0
0.4,1,1,3.6,61.9,59.0,4.75,4.72,2.93,975,0.0
0.6,2,2,3.6,62.1,57.0,5.37,5.39,3.34,1772,0.2
0.4,0,5,2.0,60.5,57.0,4.79,4.76,2.89,1080,0.0
1.2,0,3,3.1,62.0,55.0,6.81,6.87,4.24,9625,0.0
1.09,1,0,6.0,61.6,58.0,6.61,6.57,4.06,5799,0.0
0.67,0,4,6.0,62.1,54.0,5.61,5.66,3.5,1550,0.2
0.7,1,1,3.6,61.0,59.0,5.74,5.7,3.49,3199,0.0
0.52,0,5,3.1,61.5,56.0,5.19,5.16,3.18,1357,0.0
0.33,1,4,3.1,61.9,58.0,4.45,4.43,2.75,743,0.0
0.7,2,1,3.6,60.2,62.0,5.71,5.75,3.45,2843,0.0
0.57,2,1,6.0,62.1,58.0,5.28,5.32,3.29,1397,0.2
1.01,1,1,6.0,62.4,60.0,6.35,6.32,3.95,5002,0.2
0.54,0,3,2.5,62.0,56.0,5.23,5.27,3.25,1920,0.0
2.01,1,2,6.0,59.5,58.0,8.21,8.18,4.88,14502,0.0
0.31,0,3,0.0,61.6,56.0,4.37,4.4,2.7,839,0.0
1.01,4,2,3.1,64.7,54.0,6.33,6.28,4.08,6759,0.2
0.32,2,4,6.0,61.9,59.0,4.38,4.41,2.72,449,0.0
1.01,0,1,6.0,60.8,56.0,6.53,6.47,3.95,6346,0.0
0.91,0,2,3.6,62.6,55.0,6.2,6.23,3.89,5261,0.2
0.5,1,2,3.6,60.7,58.0,5.16,5.12,3.12,1654,0.0
1.2,4,5,10.0,66.2,55.0,6.61,6.51,4.34,3011,0.2
1.11,1,3,6.5,61.2,59.0,6.74,6.66,4.1,4755,0.0
0.33,3,3,3.1,63.1,57.0,4.38,4.4,2.77,666,0.2
1.04,0,3,3.6,61.9,57.0,6.48,6.5,4.02,6628,0.0
1.0,1,6,3.1,62.8,57.0,6.39,6.35,4.0,4144,0.2
0.33,1,3,3.1,62.3,58.0,4.41,4.45,2.76,666,0.2
0.56,0,1,3.6,60.7,57.0,5.31,5.34,3.23,1819,0.0
0.32,0,1,2.5,61.3,54.0,4.42,4.45,2.72,779,0.0
0.7,1,1,3.6,60.8,58.0,5.74,5.7,3.48,2697,0.0
0.4,0,3,0.0,62.3,55.0,4.74,4.76,2.96,1229,0.2
1.35,2,4,6.5,62.2,56.0,7.02,7.06,4.38,6088,0.2
0.43,1,0,6.0,61.0,58.0,4.83,4.88,2.96,774,0.0
0.91,2,0,6.5,62.7,59.0,6.16,6.22,3.88,3298,0.2
0.77,0,2,6.0,61.5,55.0,5.88,5.92,3.63,3321,0.0
0.9,1,1,6.0,62.2,59.0,6.21,6.16,3.88,4259,0.2
0.35,0,1,6.0,60.7,56.0,4.57,4.59,2.78,667,0.0
1.06,0,0,2.5,62.0,57.0,6.52,6.54,4.05,11837,0.0
2.06,3,6,6.0,64.1,56.0,8.09,7.97,5.15,11854,0.2
0.39,0,1,6.0,62.1,53.0,4.69,4.72,2.92,719,0.2
1.0,2,0,3.1,60.0,60.0,6.44,6.49,3.88,7281,0.0
1.0,2,0,6.5,63.5,59.0,6.35,6.32,4.02,4295,0.2
0.31,0,1,6.5,61.3,55.0,4.34,4.37,2.67,435,0.0
1.02,0,4,6.5,58.8,57.0,6.61,6.55,3.87,3142,0.2
0.9,1,2,6.0,61.3,58.0,6.13,6.08,3.74,3714,0.0
0.25,2,2,0.0,59.4,62.0,4.12,4.13,2.45,548,0.0
1.04,2,3,6.5,60.3,62.0,6.5,6.56,3.94,4084,0.0
0.53,0,3,3.1,61.9,56.0,5.21,5.19,3.22,1813,0.0
0.31,2,2,3.1,61.8,58.0,4.29,4.35,2.67,592,0.0
0.7,3,3,6.5,64.1,56.0,5.64,5.59,3.6,1935,0.2
0.54,0,5,3.1,61.5,56.0,5.24,5.26,3.23,1147,0.0
0.41,1,3,3.6,62.6,59.0,4.76,4.73,2.97,1061,0.2
0.71,2,1,3.6,61.2,58.0,5.71,5.79,3.52,2891,0.0
1.21,1,6,3.6,59.9,59.0,6.92,6.86,4.13,4841,0.0
1.84,0,6,3.1,62.4,56.0,7.84,7.8,4.89,8828,0.2
0.24,3,1,2.0,58.0,60.0,4.08,4.12,2.38,526,0.2
1.25,1,5,3.6,61.0,59.0,6.89,6.98,4.23,5975,0.0
0.32,2,0,6.0,62.3,55.0,4.38,4.42,2.74,589,0.2
0.53,3,1,3.6,63.7,55.0,5.15,5.12,3.27,1727,0.2
0.35,2,3,0.0,62.1,56.0,4.54,4.57,2.82,833,0.2
2.48,2,4,6.0,63.3,56.0,8.6,8.55,5.43,17893,0.2
0.32,2,2,2.0,61.9,59.0,4.34,4.39,2.7,926,0.0
1.02,0,3,2.5,61.8,56.0,6.42,6.46,3.98,9286,0.0
0.32,2,4,3.1,61.7,61.0,4.38,4.43,2.72,561,0.0
1.5,2,3,6.0,62.8,57.0,7.19,7.3,4.55,9996,0.2
0.7,1,0,6.5,61.8,55.0,5.71,5.68,3.52,2222,0.0
1.6,0,3,0.0,59.8,54.0,7.75,7.63,4.6,16547,0.0
0.3,2,2,3.6,62.8,58.0,4.25,4.28,2.68,605,0.2
0.36,2,2,3.1,60.1,59.0,4.62,4.66,2.78,825,0.0
1.37,1,3,3.1,58.3,60.0,7.35,7.3,4.27,10412,0.2
0.43,1,2,3.6,59.8,58.0,4.89,4.94,2.94,905,0.0
1.25,0,3,6.0,60.7,56.0,6.98,7.05,4.26,8226,0.0
0.6,0,2,6.0,61.5,58.0,5.38,5.41,3.32,1646,0.0
1.5,1,1,3.6,62.3,60.0,7.27,7.2,4.51,14179,0.2
0.5,0,0,3.6,61.7,56.0,5.12,5.14,3.16,1844,0.0
0.34,2,0,3.6,60.0,59.0,4.5,4.56,2.72,730,0.0
0.71,0,3,6.0,61.1,57.0,5.79,5.73,3.52,2307,0.0
0.3,1,5,3.1,61.6,61.0,4.28,4.23,2.62,567,0.0
0.28,2,4,2.5,62.0,55.0,4.21,4.23,2.62,522,0.0
1.2,2,5,3.1,62.8,54.5,6.75,6.79,4.25,6652,0.2
1.51,2,6,6.0,62.4,58.0,7.27,7.32,4.55,7136,0.2
0.31,2,4,3.6,63.1,58.0,4.34,4.31,2.73,628,0.2
1.51,1,2,6.5,59.9,58.0,7.53,7.46,4.49,9471,0.0
0.71,1,1,6.0,61.8,59.0,5.7,5.75,3.54,2792,0.0
0.58,1,4,3.6,59.7,59.0,5.42,5.33,3.21,1439,0.0
1.05,1,1,6.5,59.5,59.0,6.65,6.59,3.94,4742,0.0
0.36,0,3,2.0,62.8,57.0,4.55,4.52,2.85,1053,0.2
0.57,1,3,6.0,62.6,56.0,5.29,5.26,3.3,1915,0.2
0.56,0,2,3.6,61.0,55.0,5.33,5.35,3.26,1708,0.0
0.52,1,1,3.6,61.6,59.0,5.14,5.16,3.17,1576,0.0
0.31,2,4,3.6,63.2,58.0,4.33,4.31,2.73,628,0.2
1.51,2,1,3.6,63.3,56.0,7.3,7.26,4.61,14482,0.2
0.41,0,3,0.0,62.4,54.0,4.74,4.78,2.97,1367,0.2
1.0,3,1,3.6,64.0,58.0,6.24,6.2,3.99,5376,0.2
1.04,1,2,2.5,62.5,58.0,6.46,6.37,4.01,8946,0.2
1.04,1,0,6.5,61.6,58.0,6.52,6.46,4.0,4811,0.0
1.1,0,2,3.6,58.6,57.0,6.82,6.8,3.99,5692,0.2
1.21,1,3,3.6,62.2,60.0,6.79,6.75,4.21,7611,0.2
1.1,2,3,2.0,61.5,57.0,6.61,6.66,4.08,8020,0.0
0.42,0,3,2.5,62.1,57.0,4.77,4.8,2.97,1031,0.2
1.51,0,4,6.0,62.8,55.0,7.32,7.29,4.59,10502,0.2
0.31,0,2,2.0,61.0,57.0,4.38,4.39,2.67,884,0.0
0.71,1,4,6.5,60.5,60.0,5.81,5.73,3.49,2224,0.0
1.09,0,2,3.1,61.7,57.0,6.58,6.62,4.07,8730,0.0
1.2,1,1,3.6,62.7,59.0,6.7,6.67,4.19,9139,0.2
0.38,0,4,3.1,62.1,55.4,4.63,4.68,2.89,714,0.2
0.79,3,4,6.5,59.2,58.0,6.05,6.07,3.59,2346,0.0
1.17,2,4,6.0,59.6,62.0,6.88,6.82,4.08,6336,0.0
1.24,2,6,6.5,63.1,60.0,6.79,6.74,4.27,3791,0.2
0.4,0,4,2.5,61.1,55.0,4.75,4.78,2.91,868,0.0
0.34,0,0,6.0,60.6,56.0,4.51,4.54,2.74,626,0.0
0.3,0,1,3.6,61.4,56.0,4.33,4.36,2.67,621,0.0
0.42,1,3,2.0,59.8,58.0,4.88,4.85,2.91,1235,0.0
1.29,0,3,6.0,60.9,59.0,6.99,7.04,4.27,7463,0.0
1.23,0,2,6.5,62.3,58.0,6.8,6.84,4.25,5894,0.2
0.31,0,2,3.1,62.1,56.0,4.35,4.32,2.69,872,0.2
0.3,0,4,3.6,62.5,53.2,4.29,4.34,2.69,486,0.2
0.3,0,2,6.0,62.5,57.0,4.3,4.31,2.69,475,0.2
1.03,3,6,6.0,63.6,57.0,6.38,6.29,4.03,2855,0.2
0.36,1,1,3.1,61.5,59.0,4.57,4.6,2.82,727,0.0
0.73,0,0,6.0,61.4,56.0,5.82,5.78,3.56,2943,0.0
0.75,1,4,6.0,60.2,59.0,5.92,5.88,3.55,2329,0.0
0.35,0,0,6.0,61.6,56.0,4.53,4.49,2.78,827,0.0
0.27,0,3,3.6,61.5,55.0,4.18,4.21,2.58,490,0.0
0.9,4,3,3.1,65.7,58.0,6.02,5.97,3.94,3806,0.2
0.38,1,1,3.6,62.2,59.0,4.63,4.67,2.89,866,0.2
1.12,1,3,0.0,60.9,57.0,6.79,6.68,4.1,9126,0.0
0.51,0,1,6.5,62.0,56.0,5.12,5.14,3.18,1385,0.0
1.36,0,0,3.6,62.1,55.0,7.18,7.13,4.44,11793,0.2
0.8,0,3,3.6,62.1,57.0,5.95,6.0,3.71,3494,0.2
0.34,1,5,3.1,61.0,60.0,4.48,4.51,2.74,537,0.0
0.3,3,3,6.0,63.8,56.0,4.3,4.26,2.73,574,0.2
0.82,1,2,6.5,59.7,57.0,6.14,6.12,3.66,2867,0.0
0.39,0,5,3.6,60.8,56.0,4.72,4.75,2.88,698,0.0
0.32,0,2,6.5,62.6,56.0,4.41,4.37,2.75,540,0.2
0.54,0,3,3.1,61.0,57.0,5.25,5.28,3.21,1957,0.0
0.91,3,0,6.5,64.1,62.0,6.01,6.06,3.87,3408,0.2
0.37,0,5,3.1,60.8,56.0,4.67,4.71,2.85,603,0.0
0.32,0,0,3.6,62.0,55.0,4.38,4.42,2.73,758,0.0
1.04,2,1,6.0,59.6,59.0,6.56,6.59,3.92,5662,0.0
0.53,0,2,3.6,61.1,54.0,5.26,5.29,3.22,1655,0.0
0.23,2,2,2.5,60.4,61.0,3.93,3.95,2.38,505,0.0
1.0,4,4,6.5,67.0,55.0,6.25,6.12,4.16,2912,0.2
0.25,2,1,3.6,63.3,56.0,4.01,4.05,2.55,436,0.2
0.32,0,3,3.1,62.3,55.0,4.39,4.41,2.74,559,0.2
0.25,2,2,2.0,64.2,58.0,3.96,4.01,2.56,548,0.2
0.3,0,4,0.0,62.0,57.0,4.26,4.29,2.65,764,0.0
2.19,0,4,6.0,60.6,57.0,8.39,8.35,5.07,18475,0.0
0.92,2,2,6.5,62.1,59.0,6.21,6.26,3.87,3854,0.2
1.03,2,2,6.5,61.8,59.0,6.43,6.48,3.99,4414,0.0
1.14,2,4,3.6,59.9,57.0,6.78,6.81,4.07,5053,0.0
0.53,0,2,6.0,61.9,55.0,5.19,5.21,3.22,1639,0.0
0.9,0,3,6.5,62.4,56.0,6.14,6.19,3.85,3500,0.2
0.52,0,3,2.5,62.1,57.0,5.13,5.17,3.2,1911,0.2
0.55,0,5,3.1,62.2,55.0,5.26,5.29,3.28,1238,0.2
0.83,1,2,3.6,61.9,58.0,6.05,6.01,3.73,3408,0.0
0.73,2,3,2.0,62.9,59.0,5.7,5.78,3.61,3606,0.2
2.01,1,4,6.0,61.4,56.0,8.19,8.13,5.01,18295,0.0
0.34,1,5,2.0,60.5,59.0,4.48,4.54,2.73,626,0.0
1.06,1,4,3.6,62.0,58.0,6.5,6.57,4.05,5783,0.0
1.01,0,3,2.5,62.0,58.0,6.36,6.39,3.95,7597,0.0
0.9,2,2,6.5,60.8,55.0,6.25,6.28,3.81,3552,0.0
0.58,0,2,2.5,61.9,56.0,5.35,5.38,3.32,2380,0.0
0.31,1,4,3.6,58.9,61.0,4.46,4.43,2.62,586,0.2
1.01,4,2,6.5,67.3,62.0,6.09,6.03,4.08,3597,0.6
1.0,3,2,6.5,63.7,57.0,6.32,6.36,4.04,3906,0.2
1.07,3,4,3.6,63.8,57.0,6.54,6.47,4.15,5758,0.2
0.38,0,4,3.1,60.6,57.0,4.73,4.7,2.85,1117,0.0
0.27,2,1,3.6,59.5,56.0,4.2,4.31,2.53,470,0.0
0.36,1,2,6.5,60.3,59.0,4.62,4.57,2.77,446,0.0
1.36,1,6,3.6,58.4,59.0,7.4,7.27,4.28,6157,0.2
1.2,2,4,6.0,62.8,58.0,6.73,6.8,4.25,5567,0.2
0.9,2,5,3.6,58.7,60.0,6.28,6.35,3.71,3709,0.2
1.19,4,5,6.0,64.9,58.0,6.64,6.55,4.28,5198,0.2
0.41,0,3,3.6,59.8,57.0,4.85,4.81,2.89,1061,0.0
0.25,2,2,2.5,61.6,57.0,4.05,4.08,2.5,633,0.0
1.21,2,4,3.1,62.4,60.0,6.73,6.79,4.22,7279,0.2
1.45,1,4,3.1,60.6,60.0,7.27,7.16,4.37,8550,0.0
0.51,1,3,6.5,63.0,61.0,5.08,4.99,3.17,1056,0.2
1.0,1,2,6.0,60.8,59.0,6.44,6.38,3.9,4234,0.0
0.7,3,5,3.6,63.6,58.0,5.59,5.57,3.55,2117,0.2
0.35,2,0,3.1,60.9,58.0,4.54,4.56,2.77,763,0.0
0.58,0,3,2.0,61.3,56.0,5.36,5.4,3.3,2256,0.0
0.66,3,4,3.1,59.8,60.9,5.62,5.68,3.38,1978,0.0
2.12,1,4,6.5,62.3,58.0,8.25,8.16,5.12,12693,0.2
0.9,2,3,3.6,63.4,59.0,6.08,6.13,3.87,4135,0.2
1.01,2,2,2.0,61.4,58.0,6.39,6.44,3.94,9810,0.0
0.44,0,1,6.0,62.6,56.0,4.9,4.84,3.05,1040,0.2
0.32,1,2,6.5,59.7,59.0,4.48,4.43,2.66,540,0.0
0.55,0,0,3.1,61.3,56.0,5.28,5.32,3.25,2251,0.0
0.71,0,5,2.5,61.4,58.0,5.7,5.76,3.52,2559,0.0
1.22,1,2,3.6,59.8,59.0,6.96,6.92,4.15,8417,0.0
0.99,0,5,6.0,61.8,57.0,6.4,6.42,3.96,4763,0.0
1.01,2,1,6.0,62.8,57.0,6.37,6.41,4.01,5499,0.2
0.35,1,1,3.1,62.2,58.0,4.5,4.47,2.79,921,0.2
0.4,0,3,2.0,60.2,60.0,4.78,4.82,2.89,997,0.0
0.36,1,3,6.5,61.9,56.0,4.59,4.55,2.83,608,0.0
0.58,0,0,6.5,63.4,57.0,5.29,5.34,3.37,1356,0.2
0.51,2,1,6.0,61.4,58.0,5.09,5.14,3.14,1284,0.0
1.01,2,5,6.0,63.4,62.0,6.25,6.18,3.94,4072,0.2
0.72,0,4,2.0,61.8,56.0,5.75,5.78,3.56,3708,0.0
0.41,0,1,3.6,61.8,57.0,4.76,4.78,2.95,935,0.0
1.21,1,4,3.6,61.0,58.0,6.9,6.83,4.19,7142,0.0
0.4,0,3,6.0,62.3,54.0,4.74,4.77,2.96,741,0.2
0.7,2,0,6.0,58.3,62.0,5.78,5.84,3.39,2563,0.2
0.32,0,5,3.1,61.7,55.6,4.41,4.43,2.73,529,0.0
1.52,0,2,6.0,62.3,55.1,7.29,7.39,4.58,11971,0.2
0.3,1,0,6.0,61.0,60.0,4.35,4.3,2.64,709,0.0
1.17,0,6,6.0,62.1,57.0,6.74,6.81,4.21,4617,0.2
2.06,1,5,6.0,61.0,58.0,8.24,8.19,5.01,15517,0.0
1.2,0,4,6.0,62.5,56.0,6.84,6.79,4.26,6742,0.2
0.6,0,0,3.6,60.4,57.0,5.49,5.53,3.33,2019,0.0
1.01,2,3,3.1,63.2,61.0,6.35,6.33,4.01,6529,0.2
0.32,3,0,6.5,63.4,56.0,4.36,4.38,2.77,477,0.2
0.33,0,5,0.0,62.1,55.0,4.44,4.41,2.75,891,0.2
1.24,0,3,3.1,61.8,55.0,6.85,6.89,4.25,10946,0.0
1.0,1,4,6.0,62.7,60.0,6.3,6.24,3.93,4469,0.2
2.01,3,5,6.0,63.8,57.0,7.95,7.91,5.06,13976,0.2
1.01,2,1,6.5,63.4,59.0,6.32,6.26,3.99,4299,0.2
1.13,0,4,6.0,62.0,57.0,6.73,6.66,4.15,5050,0.0
