carat,cut,color,clarity,depth,table,price,depth_categories
1.11,1,3,6.5,61.2,59.0,4755,0.0
0.33,3,3,3.1,63.1,57.0,666,0.2
1.04,0,3,3.6,61.9,57.0,6628,0.0
1.0,1,6,3.1,62.8,57.0,4144,0.2
0.33,1,3,3.1,62.3,58.0,666,0.2
0.56,0,1,3.6,60.7,57.0,1819,0.0
0.32,0,1,2.5,61.3,54.0,779,0.0
0.7,1,1,3.6,60.8,58.0,2697,0.0
0.4,0,3,0.0,62.3,55.0,1229,0.2
1.35,2,4,6.5,62.2,56.0,6088,0.2
0.43,1,0,6.0,61.0,58.0,774,0.0
0.91,2,0,6.5,62.7,59.0,3298,0.2
0.77,0,2,6.0,61.5,55.0,3321,0.0
0.9,1,1,6.0,62.2,59.0,4259,0.2
0.35,0,1,6.0,60.7,56.0,667,0.0
1.06,0,0,2.5,62.0,57.0,11837,0.0
2.06,3,6,6.0,64.1,56.0,11854,0.2
0.39,0,1,6.0,62.1,53.0,719,0.2
1.0,2,0,3.1,60.0,60.0,7281,0.0
1.0,2,0,6.5,63.5,59.0,4295,0.2
0.31,0,1,6.5,61.3,55.0,435,0.0
1.02,0,4,6.5,58.8,57.0,3142,0.2
0.9,1,2,6.0,61.3,58.0,3714,0.0
0.25,2,2,0.0,59.4,62.0,548,0.0
1.04,2,3,6.5,60.3,62.0,4084,0.0
0.53,0,3,3.1,61.9,56.0,1813,0.0
0.31,2,2,3.1,61.8,58.0,592,0.0
0.7,3,3,6.5,64.1,56.0,1935,0.2
0.54,0,5,3.1,61.5,56.0,1147,0.0
0.41,1,3,3.6,62.6,59.0,1061,0.2
0.71,2,1,3.6,61.2,58.0,2891,0.0
1.21,1,6,3.6,59.9,59.0,4841,0.0
1.84,0,6,3.1,62.4,56.0,8828,0.2
0.24,3,1,2.0,58.0,60.0,526,0.2
1.25,1,5,3.6,61.0,59.0,5975,0.0
0.32,2,0,6.0,62.3,55.0,589,0.2
0.53,3,1,3.6,63.7,55.0,1727,0.2
0.35,2,3,0.0,62.1,56.0,833,0.2
2.48,2,4,6.0,63.3,56.0,17893,0.2
0.32,2,2,2.0,61.9,59.0,926,0.0
1.02,0,3,2.5,61.8,56.0,9286,0.0
0.32,2,4,3.1,61.7,61.0,561,0.0
1.5,2,3,6.0,62.8,57.0,9996,0.2
0.7,1,0,6.5,61.8,55.0,2222,0.0
1.6,0,3,0.0,59.8,54.0,16547,0.0
0.3,2,2,3.6,62.8,58.0,605,0.2
0.36,2,2,3.1,60.1,59.0,825,0.0
1.37,1,3,3.1,58.3,60.0,10412,0.2
0.43,1,2,3.6,59.8,58.0,905,0.0
1.25,0,3,6.0,60.7,56.0,8226,0.0
0.6,0,2,6.0,61.5,58.0,1646,0.0
1.5,1,1,3.6,62.3,60.0,14179,0.2
0.5,0,0,3.6,61.7,56.0,1844,0.0
0.34,2,0,3.6,60.0,59.0,730,0.0
0.71,0,3,6.0,61.1,57.0,2307,0.0
0.3,1,5,3.1,61.6,61.0,567,0.0
0.28,2,4,2.5,62.0,55.0,522,0.0
1.2,2,5,3.1,62.8,54.5,6652,0.2
1.51,2,6,6.0,62.4,58.0,7136,0.2
0.31,2,4,3.6,63.1,58.0,628,0.2
1.51,1,2,6.5,59.9,58.0,9471,0.0
0.71,1,1,6.0,61.8,59.0,2792,0.0
0.58,1,4,3.6,59.7,59.0,1439,0.0
1.05,1,1,6.5,59.5,59.0,4742,0.0
0.36,0,3,2.0,62.8,57.0,1053,0.2
0.57,1,3,6.0,62.6,56.0,1915,0.2
0.56,0,2,3.6,61.0,55.0,1708,0.0
0.52,1,1,3.6,61.6,59.0,1576,0.0
0.31,2,4,3.6,63.2,58.0,628,0.2
1.51,2,1,3.6,63.3,56.0,14482,0.2
0.41,0,3,0.0,62.4,54.0,1367,0.2
1.0,3,1,3.6,64.0,58.0,5376,0.2
1.04,1,2,2.5,62.5,58.0,8946,0.2
1.04,1,0,6.5,61.6,58.0,4811,0.0
1.1,0,2,3.6,58.6,57.0,5692,0.2
1.21,1,3,3.6,62.2,60.0,7611,0.2
1.1,2,3,2.0,61.5,57.0,8020,0.0
0.42,0,3,2.5,62.1,57.0,1031,0.2
1.51,0,4,6.0,62.8,55.0,10502,0.2
0.31,0,2,2.0,61.0,57.0,884,0.0
0.71,1,4,6.5,60.5,60.0,2224,0.0
1.09,0,2,3.1,61.7,57.0,8730,0.0
1.2,1,1,3.6,62.7,59.0,9139,0.2
0.38,0,4,3.1,62.1,55.4,714,0.2
0.79,3,4,6.5,59.2,58.0,2346,0.0
1.17,2,4,6.0,59.6,62.0,6336,0.0
1.24,2,6,6.5,63.1,60.0,3791,0.2
0.4,0,4,2.5,61.1,55.0,868,0.0
0.34,0,0,6.0,60.6,56.0,626,0.0
0.3,0,1,3.6,61.4,56.0,621,0.0
0.42,1,3,2.0,59.8,58.0,1235,0.0
1.29,0,3,6.0,60.9,59.0,7463,0.0
1.23,0,2,6.5,62.3,58.0,5894,0.2
0.31,0,2,3.1,62.1,56.0,872,0.2
0.3,0,4,3.6,62.5,53.2,486,0.2
0.3,0,2,6.0,62.5,57.0,475,0.2
1.03,3,6,6.0,63.6,57.0,2855,0.2
0.36,1,1,3.1,61.5,59.0,727,0.0
0.73,0,0,6.0,61.4,56.0,2943,0.0
0.75,1,4,6.0,60.2,59.0,2329,0.0
0.35,0,0,6.0,61.6,56.0,827,0.0
0.27,0,3,3.6,61.5,55.0,490,0.0
0.9,4,3,3.1,65.7,58.0,3806,0.2
0.38,1,1,3.6,62.2,59.0,866,0.2
1.12,1,3,0.0,60.9,57.0,9126,0.0
0.51,0,1,6.5,62.0,56.0,1385,0.0
1.36,0,0,3.6,62.1,55.0,11793,0.2
0.8,0,3,3.6,62.1,57.0,3494,0.2
0.34,1,5,3.1,61.0,60.0,537,0.0
0.3,3,3,6.0,63.8,56.0,574,0.2
0.82,1,2,6.5,59.7,57.0,2867,0.0
0.39,0,5,3.6,60.8,56.0,698,0.0
0.32,0,2,6.5,62.6,56.0,540,0.2
0.54,0,3,3.1,61.0,57.0,1957,0.0
0.91,3,0,6.5,64.1,62.0,3408,0.2
0.37,0,5,3.1,60.8,56.0,603,0.0
0.32,0,0,3.6,62.0,55.0,758,0.0
1.04,2,1,6.0,59.6,59.0,5662,0.0
0.53,0,2,3.6,61.1,54.0,1655,0.0
0.23,2,2,2.5,60.4,61.0,505,0.0
1.0,4,4,6.5,67.0,55.0,2912,0.2
0.25,2,1,3.6,63.3,56.0,436,0.2
0.32,0,3,3.1,62.3,55.0,559,0.2
0.25,2,2,2.0,64.2,58.0,548,0.2
0.3,0,4,0.0,62.0,57.0,764,0.0
2.19,0,4,6.0,60.6,57.0,18475,0.0
0.92,2,2,6.5,62.1,59.0,3854,0.2
1.03,2,2,6.5,61.8,59.0,4414,0.0
1.14,2,4,3.6,59.9,57.0,5053,0.0
0.53,0,2,6.0,61.9,55.0,1639,0.0
0.9,0,3,6.5,62.4,56.0,3500,0.2
0.52,0,3,2.5,62.1,57.0,1911,0.2
0.55,0,5,3.1,62.2,55.0,1238,0.2
0.83,1,2,3.6,61.9,58.0,3408,0.0
0.73,2,3,2.0,62.9,59.0,3606,0.2
2.01,1,4,6.0,61.4,56.0,18295,0.0
0.34,1,5,2.0,60.5,59.0,626,0.0
1.06,1,4,3.6,62.0,58.0,5783,0.0
1.01,0,3,2.5,62.0,58.0,7597,0.0
0.9,2,2,6.5,60.8,55.0,3552,0.0
0.58,0,2,2.5,61.9,56.0,2380,0.0
0.31,1,4,3.6,58.9,61.0,586,0.2
1.01,4,2,6.5,67.3,62.0,3597,0.6
1.0,3,2,6.5,63.7,57.0,3906,0.2
1.07,3,4,3.6,63.8,57.0,5758,0.2
0.38,0,4,3.1,60.6,57.0,1117,0.0
0.27,2,1,3.6,59.5,56.0,470,0.0
0.36,1,2,6.5,60.3,59.0,446,0.0
1.36,1,6,3.6,58.4,59.0,6157,0.2
1.2,2,4,6.0,62.8,58.0,5567,0.2
0.9,2,5,3.6,58.7,60.0,3709,0.2
1.19,4,5,6.0,64.9,58.0,5198,0.2
0.41,0,3,3.6,59.8,57.0,1061,0.0
0.25,2,2,2.5,61.6,57.0,633,0.0
1.21,2,4,3.1,62.4,60.0,7279,0.2
1.45,1,4,3.1,60.6,60.0,8550,0.0
0.51,1,3,6.5,63.0,61.0,1056,0.2
1.0,1,2,6.0,60.8,59.0,4234,0.0
0.7,3,5,3.6,63.6,58.0,2117,0.2
0.35,2,0,3.1,60.9,58.0,763,0.0
0.58,0,3,2.0,61.3,56.0,2256,0.0
0.66,3,4,3.1,59.8,60.9,1978,0.0
2.12,1,4,6.5,62.3,58.0,12693,0.2
0.9,2,3,3.6,63.4,59.0,4135,0.2
1.01,2,2,2.0,61.4,58.0,9810,0.0
0.44,0,1,6.0,62.6,56.0,1040,0.2
0.32,1,2,6.5,59.7,59.0,540,0.0
0.55,0,0,3.1,61.3,56.0,2251,0.0
0.71,0,5,2.5,61.4,58.0,2559,0.0
1.22,1,2,3.6,59.8,59.0,8417,0.0
0.99,0,5,6.0,61.8,57.0,4763,0.0
1.01,2,1,6.0,62.8,57.0,5499,0.2
0.35,1,1,3.1,62.2,58.0,921,0.2
0.4,0,3,2.0,60.2,60.0,997,0.0
0.36,1,3,6.5,61.9,56.0,608,0.0
0.58,0,0,6.5,63.4,57.0,1356,0.2
0.51,2,1,6.0,61.4,58.0,1284,0.0
1.01,2,5,6.0,63.4,62.0,4072,0.2
0.72,0,4,2.0,61.8,56.0,3708,0.0
0.41,0,1,3.6,61.8,57.0,935,0.0
1.21,1,4,3.6,61.0,58.0,7142,0.0
0.4,0,3,6.0,62.3,54.0,741,0.2
0.7,2,0,6.0,58.3,62.0,2563,0.2
0.32,0,5,3.1,61.7,55.6,529,0.0
1.52,0,2,6.0,62.3,55.1,11971,0.2
0.3,1,0,6.0,61.0,60.0,709,0.0
1.17,0,6,6.0,62.1,57.0,4617,0.2
2.06,1,5,6.0,61.0,58.0,15517,0.0
1.2,0,4,6.0,62.5,56.0,6742,0.2
0.6,0,0,3.6,60.4,57.0,2019,0.0
1.01,2,3,3.1,63.2,61.0,6529,0.2
0.32,3,0,6.5,63.4,56.0,477,0.2
0.33,0,5,0.0,62.1,55.0,891,0.2
1.24,0,3,3.1,61.8,55.0,10946,0.0
1.0,1,4,6.0,62.7,60.0,4469,0.2
2.01,3,5,6.0,63.8,57.0,13976,0.2
1.01,2,1,6.5,63.4,59.0,4299,0.2
1.13,0,4,6.0,62.0,57.0,5050,0.0
0.42,1,1,6.0,62.0,58.0,926,0.0
0.79,0,3,6.0,61.8,56.0,2831,0.0
0.5,3,2,2.5,58.5,62.0,2052,0.2
1.04,1,4,6.0,59.5,58.0,4890,0.0
0.78,2,0,3.6,62.2,56.0,3668,0.2
0.38,0,0,3.1,62.2,57.0,1140,0.2
1.7,1,5,3.6,62.4,58.0,10910,0.2
0.52,0,1,6.0,61.0,55.0,1586,0.0
1.5,0,3,2.5,61.3,56.0,17176,0.0
1.21,2,4,3.6,59.1,59.0,7113,0.0
1.35,1,6,6.0,62.1,54.0,4082,0.2
0.65,0,0,2.5,61.4,60.0,3228,0.0
0.53,0,3,0.0,61.8,57.0,2247,0.0
1.29,0,2,3.1,62.3,54.4,10727,0.2
0.55,0,5,2.0,62.7,57.0,1712,0.2
0.41,1,1,6.0,62.8,59.0,969,0.2
1.36,1,5,3.1,62.0,59.0,7592,0.0
0.34,1,3,0.0,62.3,59.0,1014,0.2
2.01,1,4,6.0,62.7,59.0,17688,0.2
0.38,0,4,2.0,60.7,56.0,1069,0.0
1.16,0,4,6.0,62.2,55.0,5554,0.2
2.01,1,4,6.5,60.5,61.0,16287,0.0
0.31,0,4,2.5,61.7,55.8,652,0.0
0.77,1,3,6.0,61.6,59.0,2657,0.0
2.75,0,0,10.0,60.9,57.0,13156,0.0
2.01,1,4,6.5,62.3,60.0,14558,0.2
1.06,0,0,6.5,61.2,57.0,4682,0.0
0.51,0,3,3.1,61.6,54.0,1599,0.0
0.56,0,0,3.6,61.9,57.0,2066,0.0
0.77,0,1,6.5,61.0,57.0,2360,0.0
1.51,4,3,6.0,65.0,59.0,8681,0.2
0.47,0,3,2.0,61.3,56.0,1441,0.0
0.44,0,1,3.1,61.5,56.0,1155,0.0
0.9,1,1,6.0,60.3,56.0,4209,0.0
0.9,0,3,3.1,62.5,57.0,5080,0.2
0.45,2,2,6.5,61.5,61.0,729,0.0
1.02,0,3,3.1,61.4,57.0,7055,0.0
0.46,0,3,2.0,60.7,57.0,1453,0.0
1.0,1,4,6.0,61.7,59.0,4144,0.0
1.01,1,4,6.0,60.5,58.0,4578,0.0
0.38,0,2,3.1,62.0,54.0,865,0.0
1.03,1,4,3.1,62.0,59.0,5523,0.0
0.76,0,4,3.6,61.4,57.0,3038,0.0
0.52,0,5,6.0,61.8,54.0,950,0.0
0.38,1,0,3.1,62.4,59.0,1140,0.2
0.52,0,2,2.0,62.3,56.0,2333,0.2
0.31,0,0,3.6,61.2,55.0,734,0.0
0.71,3,2,6.5,64.5,55.6,2282,0.2
0.36,0,1,6.0,62.4,55.0,810,0.2
2.03,2,6,2.5,63.2,60.0,16043,0.2
0.3,0,1,6.0,62.4,57.0,499,0.2
0.5,2,1,2.5,59.3,56.0,2168,0.0
0.58,2,3,6.5,63.3,58.0,1117,0.2
0.31,1,4,2.5,62.6,60.0,625,0.2
0.9,3,3,6.5,63.8,59.0,3246,0.2
0.91,4,4,6.0,65.3,62.0,3278,0.2
0.32,0,5,3.6,61.5,56.0,449,0.0
1.56,1,0,6.0,62.6,58.0,12226,0.2
0.42,0,4,2.0,61.9,54.2,1094,0.0
0.63,0,0,6.0,61.1,56.0,1779,0.0
0.34,0,1,3.1,62.2,54.2,816,0.2
0.23,2,2,2.5,58.1,63.0,600,0.2
2.09,3,2,6.5,63.4,55.0,18472,0.2
0.74,2,1,6.0,60.0,57.0,2839,0.0
0.5,2,4,2.5,62.9,56.0,1569,0.2
0.53,0,2,2.5,62.3,56.0,2045,0.2
1.19,2,3,6.5,63.4,56.0,3739,0.2
1.13,1,5,6.5,59.9,57.0,4271,0.0
0.78,1,4,6.0,60.0,60.0,2489,0.0
1.58,1,5,10.0,60.2,61.0,4459,0.0
0.61,1,4,6.0,61.2,58.0,1588,0.0
1.0,3,1,6.5,57.9,59.0,3752,0.2
0.38,0,3,6.0,61.8,54.0,969,0.0
1.01,1,2,3.6,61.5,58.0,6244,0.0
0.36,0,1,3.6,61.7,57.0,878,0.0
0.34,2,1,6.0,63.2,55.0,765,0.2
0.77,0,4,6.0,62.4,56.0,2875,0.2
0.4,4,2,6.0,64.7,58.0,857,0.2
1.4,2,3,3.1,62.6,58.0,11262,0.2
1.71,0,6,6.0,62.8,57.0,6320,0.2
0.41,2,0,6.0,63.0,57.0,717,0.2
1.13,2,4,6.5,62.0,58.0,5179,0.0
0.38,2,0,6.5,59.2,61.0,633,0.0
0.9,2,3,3.6,63.3,54.0,4309,0.2
0.7,2,1,3.1,61.5,56.0,2967,0.0
1.24,0,6,3.6,61.8,58.0,5361,0.0
0.51,2,2,3.1,63.3,59.0,1722,0.2
0.33,0,1,2.0,62.2,54.0,906,0.2
0.32,0,0,3.6,62.2,56.0,758,0.2
0.82,2,0,6.0,63.1,58.0,2954,0.2
1.02,0,1,6.5,62.3,56.0,3455,0.2
0.34,2,1,6.0,63.3,57.0,714,0.2
0.67,3,2,3.1,64.4,57.0,2244,0.2
0.79,2,0,6.5,63.2,57.0,3081,0.2
0.73,0,0,6.0,61.2,57.0,2947,0.0
0.3,1,1,2.5,61.4,59.0,789,0.0
0.73,1,3,3.6,60.7,58.0,2746,0.0
0.67,0,3,2.0,62.4,55.0,2577,0.2
0.54,2,1,6.5,61.9,58.0,1163,0.0
1.01,0,2,6.5,62.7,57.0,3945,0.2
0.72,0,6,2.0,62.4,58.0,2139,0.2
2.58,2,0,6.5,58.9,63.0,14749,0.2
0.9,4,4,6.5,65.0,61.0,2883,0.2
0.35,3,1,6.5,63.9,55.0,491,0.2
0.4,0,3,3.6,62.5,54.0,792,0.2
0.91,2,5,2.5,63.5,59.0,3618,0.2
0.3,0,0,6.5,61.1,55.0,574,0.0
0.7,1,4,3.1,60.2,56.0,2435,0.0
1.1,0,3,6.0,61.6,56.0,5610,0.0
0.41,1,1,3.1,60.4,58.0,1153,0.0
1.0,1,2,3.6,62.5,54.0,6154,0.2
0.31,0,3,2.0,62.0,54.0,789,0.0
1.6,0,4,3.6,61.2,57.0,8709,0.0
1.09,1,3,6.5,59.0,58.0,4456,0.0
0.3,1,4,3.6,62.2,59.0,473,0.2
0.23,0,2,3.6,60.9,57.0,498,0.0
0.52,1,2,6.5,61.7,58.0,1111,0.0
0.59,1,1,6.5,61.4,59.0,1229,0.0
0.4,1,3,6.0,62.0,59.0,900,0.0
1.0,2,0,2.5,61.3,58.0,9487,0.0
0.33,0,2,3.6,61.6,55.0,854,0.0
0.31,2,0,6.0,62.1,58.0,571,0.2
0.62,0,1,2.5,62.0,56.0,2904,0.0
1.5,3,5,6.0,61.1,63.0,8254,0.0
0.38,0,5,3.1,61.9,54.7,703,0.0
0.25,3,2,3.1,63.6,57.0,558,0.2
2.14,2,0,6.5,60.3,60.0,18526,0.0
0.41,1,3,2.0,59.7,60.0,1148,0.0
1.05,2,2,6.0,59.7,60.0,5666,0.0
0.75,2,3,6.0,60.9,58.0,2545,0.0
0.71,0,5,3.1,61.3,57.0,2525,0.0
0.52,2,6,2.0,61.7,55.5,1363,0.0
0.39,0,1,2.0,60.8,58.0,1183,0.0
0.53,2,1,6.5,58.3,62.0,1160,0.2
0.4,1,3,2.0,61.5,58.0,1200,0.0
0.73,0,2,3.1,61.4,55.0,3797,0.0
1.57,2,5,3.1,62.7,58.0,10682,0.2
0.52,0,4,6.0,62.3,54.0,1074,0.2
1.27,0,2,3.6,61.0,54.0,10656,0.0
1.06,0,2,6.0,62.1,57.0,5758,0.2
0.4,0,1,2.0,61.7,57.0,1397,0.0
1.04,0,2,2.5,61.2,57.0,9005,0.0
0.7,0,4,3.1,61.9,56.0,2710,0.0
0.56,1,3,6.5,59.6,58.0,1103,0.0
0.3,1,4,3.6,61.1,61.0,608,0.0
0.92,2,2,3.1,61.0,60.0,5006,0.0
1.28,1,3,3.1,60.9,58.0,9335,0.0
0.41,1,0,6.0,61.4,58.0,1015,0.0
1.03,1,3,6.0,58.2,59.0,4900,0.2
0.74,0,5,6.0,61.3,56.0,2769,0.0
0.4,0,3,3.6,60.9,58.0,825,0.0
0.7,1,4,6.0,62.0,58.0,2155,0.0
0.3,3,3,3.1,63.6,55.0,605,0.2
0.37,0,1,3.1,61.4,56.0,874,0.0
1.08,0,3,3.1,62.4,55.0,7925,0.2
0.37,1,2,3.6,60.5,59.0,696,0.0
1.31,2,5,6.5,63.5,55.0,5612,0.2
0.47,2,3,2.0,60.6,55.0,1780,0.0
0.52,0,3,3.1,61.6,54.0,1721,0.0
0.91,2,5,3.6,62.5,58.0,3579,0.2
1.01,2,0,6.5,61.9,58.0,4727,0.0
1.21,1,4,6.5,62.6,61.0,5421,0.2
0.71,0,5,3.6,62.1,59.0,2315,0.2
0.71,3,1,6.5,57.5,58.0,1783,0.2
1.24,0,6,3.6,62.1,56.0,6639,0.2
0.91,3,3,3.6,63.6,58.0,4183,0.2
0.7,2,4,2.0,63.5,58.0,2682,0.2
0.32,0,3,0.0,62.3,54.0,883,0.2
1.52,1,5,6.5,62.5,56.0,7341,0.2
0.29,2,1,3.1,62.8,44.0,474,0.2
1.23,0,4,6.5,62.1,55.9,6088,0.2
0.54,2,1,6.0,60.2,58.0,1358,0.0
1.19,1,4,3.6,62.6,56.0,6198,0.2
1.03,1,3,3.6,63.0,59.0,5826,0.2
0.36,1,5,3.6,62.7,59.0,648,0.2
0.32,0,2,2.5,61.9,57.0,786,0.0
1.07,0,2,0.0,62.0,57.0,11434,0.0
0.72,2,2,3.1,63.3,58.0,3219,0.2
0.71,0,3,3.6,61.8,56.0,3299,0.0
0.9,0,1,3.6,62.3,57.0,4788,0.2
0.7,1,0,3.1,61.0,59.0,3501,0.0
0.43,0,0,6.0,61.6,56.0,807,0.0
1.07,4,3,6.5,66.8,57.0,3545,0.2
0.7,1,3,10.0,59.2,61.0,1115,0.0
1.5,4,4,6.5,65.5,53.0,7187,0.2
0.32,3,0,6.0,63.6,56.0,589,0.2
1.04,0,3,3.6,61.8,56.0,6290,0.0
1.0,3,6,2.0,63.5,59.0,4633,0.2
0.33,0,0,3.6,62.5,55.0,781,0.2
0.7,0,1,2.0,61.8,55.0,5338,0.0
2.01,1,3,6.0,62.5,58.0,17334,0.2
0.58,3,1,3.1,61.5,61.9,2041,0.0
1.07,1,5,3.6,60.7,58.0,4491,0.0
0.7,3,2,6.0,59.7,64.0,2337,0.0
1.04,0,6,6.0,62.0,53.0,4469,0.0
0.54,1,5,0.0,58.8,61.0,1836,0.2
1.01,3,6,3.1,61.5,61.0,4189,0.0
1.05,1,3,3.6,62.8,58.0,6181,0.2
0.34,0,0,3.6,60.6,57.0,1033,0.0
1.5,1,5,6.5,62.7,57.0,7526,0.2
0.34,1,2,2.5,59.6,60.0,928,0.0
1.51,3,1,6.0,62.8,59.0,11487,0.2
0.72,0,4,6.5,61.4,55.0,2112,0.0
0.31,1,4,0.0,61.7,58.0,1046,0.0
1.16,1,3,3.1,61.9,58.0,8107,0.0
0.83,0,3,6.0,62.1,57.0,3044,0.2
0.5,3,2,6.5,62.0,54.7,1214,0.0
0.41,0,3,2.5,60.4,56.0,1076,0.0
1.23,0,4,6.0,61.0,56.0,6439,0.0
1.19,0,4,10.0,61.5,57.0,3732,0.0
0.46,4,2,3.6,66.0,58.0,982,0.2
0.33,1,4,2.5,61.6,58.0,854,0.0
0.56,2,2,3.1,61.2,58.0,1929,0.0
0.41,0,2,3.6,61.0,57.0,1107,0.0
0.37,0,0,3.6,61.3,56.0,1124,0.0
1.07,0,3,3.6,61.1,59.0,6324,0.0
0.83,0,0,6.0,61.3,56.0,3990,0.0
1.0,4,0,6.5,65.6,66.0,3767,0.2
0.32,2,3,3.6,59.9,57.0,561,0.0
0.51,0,3,6.5,61.3,55.0,1094,0.0
0.25,1,3,6.5,58.8,60.0,1186,0.2
0.36,2,0,2.0,59.0,59.0,1119,0.0
0.51,1,3,3.6,61.3,59.0,1343,0.0
0.52,0,0,3.6,60.3,56.0,1677,0.0
0.41,1,3,3.1,62.4,57.0,961,0.2
0.7,2,1,3.1,61.9,61.0,3235,0.0
0.41,0,0,6.0,62.7,56.0,791,0.2
0.43,0,3,0.0,61.2,57.0,1433,0.0
1.5,3,4,6.5,64.0,61.0,5208,0.2
0.41,0,2,2.0,60.7,56.0,1356,0.0
0.31,0,2,3.6,61.6,56.0,749,0.0
0.91,2,4,6.0,63.0,57.0,3087,0.2
1.01,1,3,6.5,62.4,59.0,4327,0.2
0.55,1,3,3.6,62.7,60.0,1445,0.2
1.2,3,5,3.1,64.8,58.0,5600,0.2
1.06,0,1,2.5,61.0,57.0,9712,0.0
0.37,2,1,3.1,60.2,56.0,925,0.0
0.55,0,4,2.5,61.9,56.0,1668,0.0
1.31,1,4,6.5,60.0,57.0,6089,0.0
0.7,2,2,10.0,63.2,61.0,1736,0.2
0.41,0,4,6.0,62.4,53.0,722,0.2
0.53,0,1,2.5,61.9,55.0,2263,0.0
0.3,0,2,2.0,61.7,57.0,1041,0.0
1.34,2,4,2.5,59.7,60.0,9735,0.0
1.0,2,3,3.6,63.0,59.0,5702,0.2
1.03,0,2,3.1,59.0,55.0,7752,0.0
1.7,2,6,6.0,59.1,61.0,7713,0.0
0.3,0,2,3.1,61.5,55.0,612,0.0
0.9,0,0,6.5,62.3,57.0,3871,0.2
1.23,2,2,3.1,60.6,58.0,9346,0.0
1.17,3,6,6.0,63.9,55.0,4054,0.2
1.52,0,4,3.6,61.9,55.0,11379,0.0
2.02,0,4,6.0,62.4,58.0,17141,0.2
1.52,3,4,6.0,63.6,57.0,9898,0.2
0.33,1,5,2.5,61.0,58.0,579,0.0
1.5,0,6,6.0,61.1,56.7,7520,0.0
2.16,0,3,6.5,62.5,54.2,18001,0.2
0.78,0,2,3.1,61.6,56.0,3537,0.0
0.36,0,1,6.0,62.0,57.0,810,0.0
0.55,0,3,3.6,62.4,56.0,1556,0.2
0.5,2,1,3.6,61.5,56.0,1624,0.0
0.59,0,4,6.5,61.9,55.0,1292,0.0
0.34,0,3,2.5,62.4,53.0,751,0.2
1.54,2,3,3.6,63.0,59.0,11708,0.2
1.24,2,5,3.1,61.4,63.0,5444,0.0
0.5,0,0,6.5,62.4,56.0,1239,0.2
0.36,1,2,3.1,61.3,57.0,1013,0.0
1.01,2,5,6.0,61.4,62.0,4693,0.0
1.01,3,6,6.0,58.8,57.0,3853,0.2
0.39,1,3,6.0,62.4,58.0,878,0.2
0.7,0,1,6.0,62.8,56.0,2537,0.2
0.31,2,0,3.1,63.7,58.0,709,0.2
1.17,0,3,3.6,62.2,57.0,6321,0.2
0.42,1,4,3.1,61.6,58.0,1087,0.0
0.54,0,3,6.0,61.2,58.0,1404,0.0
0.77,0,4,6.0,62.2,56.0,2781,0.2
1.5,4,2,3.6,65.3,57.0,13853,0.2
0.5,2,2,6.0,62.7,61.0,1197,0.2
1.2,0,3,3.6,61.9,57.0,7930,0.0
0.72,2,3,6.0,63.1,57.0,2385,0.2
0.8,0,2,3.6,62.7,54.0,3369,0.2
1.88,2,5,3.6,62.2,57.0,13607,0.2
0.73,0,1,3.1,61.7,57.0,3758,0.0
0.5,2,6,6.0,63.3,60.0,963,0.2
0.7,2,0,6.0,62.3,59.0,2827,0.2
1.26,0,1,3.1,61.2,56.0,11323,0.0
0.32,0,2,2.0,61.4,56.0,912,0.0
0.72,0,2,3.1,61.6,56.0,3759,0.0
0.53,0,3,2.5,61.4,57.0,2250,0.0
0.34,1,4,6.0,62.1,59.0,477,0.2
0.4,1,4,3.1,62.7,59.0,731,0.2
0.56,0,0,3.6,61.9,57.0,1963,0.0
0.5,2,1,3.1,63.9,55.0,1604,0.2
0.56,0,0,6.0,62.5,56.0,1729,0.2
1.51,3,5,6.5,63.6,60.0,7957,0.2
1.1,2,4,6.0,63.5,55.0,4682,0.2
1.31,0,4,3.1,62.5,56.0,8774,0.2
1.14,3,5,6.5,60.0,65.0,3735,0.0
0.31,0,4,6.0,61.3,57.0,421,0.0
0.42,1,3,2.0,62.7,58.0,1235,0.2
0.63,2,2,3.6,63.0,56.2,2032,0.2
0.7,1,5,2.0,59.1,60.0,2513,0.0
1.0,3,4,6.0,63.4,56.0,4389,0.2
0.71,0,1,3.6,61.6,56.0,3381,0.0
0.32,0,2,2.5,62.1,54.0,1008,0.2
2.1,4,3,10.0,67.4,59.0,6597,0.6
0.7,0,1,6.5,60.5,56.0,2375,0.0
0.23,0,3,0.0,61.8,56.0,536,0.0
0.38,2,1,6.0,58.3,61.0,640,0.2
0.7,2,1,3.1,62.5,56.0,3063,0.2
0.33,1,4,3.6,61.3,60.0,668,0.0
0.28,0,2,6.0,62.3,54.0,453,0.2
1.1,0,6,6.5,62.0,59.0,4226,0.0
0.51,3,6,3.6,63.1,56.0,984,0.2
0.27,0,5,3.1,62.2,55.0,432,0.2
0.35,1,4,6.5,61.6,58.0,441,0.0
0.32,2,0,6.0,62.7,57.0,589,0.2
2.32,1,6,6.5,62.5,58.0,14666,0.2
0.33,0,0,6.5,62.9,56.0,631,0.2
0.3,3,3,0.0,63.8,55.0,956,0.2
0.92,3,0,6.0,60.2,56.0,5259,0.0
0.57,2,1,3.6,63.0,59.0,1654,0.2
0.7,3,1,6.0,61.4,64.0,2872,0.0
0.59,0,1,3.6,61.4,58.0,1657,0.0
